"","V1","V2","V3","V4","V5","id"
"2570",70,1.3,0,2.325,1,"ED77"
"2571",71,1.052,0,2.325,1,"ED77"
"2572",72,0.842,0,2.325,1,"ED77"
"2573",73,1.488,1,-2.325,1,"ED77"
"2574",74,2.652,1,2.325,0,"ED77"
"2575",75,1.237,0,2.325,1,"ED77"
"2576",76,0.876,1,-2.325,1,"ED77"
"2577",77,0.842,0,2.325,1,"ED77"
"2578",78,0.957,1,-2.325,1,"ED77"
"2579",79,0.99,0,2.325,1,"ED77"
"2580",80,0.94,1,-2.325,1,"ED77"
"2581",81,0.866,0,2.325,1,"ED77"
"2582",82,0.956,0,2.325,1,"ED77"
"2583",83,0.931,0,2.325,1,"ED77"
"2584",84,0.786,1,-2.325,1,"ED77"
"2585",85,1.05,0,2.325,1,"ED77"
"2586",86,1.102,1,2.325,0,"ED77"
"2587",87,1.304,0,2.325,1,"ED77"
"2588",88,0.979,1,2.325,0,"ED77"
"2589",89,1.363,0,2.325,1,"ED77"
"2590",90,1.21,0,2.325,1,"ED77"
"2591",91,1.522,0,2.325,1,"ED77"
"2592",92,1.778,0,2.325,1,"ED77"
"2593",93,2.107,0,2.325,1,"ED77"
"2594",94,1.934,0,2.325,1,"ED77"
"2595",95,1.603,0,2.325,1,"ED77"
"2596",96,1.323,0,2.325,1,"ED77"
"2597",97,1.253,0,2.325,1,"ED77"
"2598",98,0.833,1,2.325,0,"ED77"
"2599",99,1.058,0,2.325,1,"ED77"
"2600",100,0.95,1,-2.325,1,"ED77"
"2601",1,1.322,0,1.54,1,"ED77"
"2602",2,0.964,0,1.54,1,"ED77"
"2603",3,0.805,0,1.54,1,"ED77"
"2604",4,0.921,0,1.54,1,"ED77"
"2605",5,0.874,0,1.54,1,"ED77"
"2606",6,0.755,0,1.54,1,"ED77"
"2607",7,1.023,0,1.54,1,"ED77"
"2608",8,0.864,0,1.54,1,"ED77"
"2609",9,0.801,0,1.54,1,"ED77"
"2610",10,0.808,0,1.54,1,"ED77"
"2611",11,0.954,0,1.54,1,"ED77"
"2612",12,0.838,0,1.54,1,"ED77"
"2613",13,0.903,0,1.54,1,"ED77"
"2614",14,0.983,1,1.54,0,"ED77"
"2615",15,1.609,0,1.54,1,"ED77"
"2616",16,2.704,1,1.54,0,"ED77"
"2617",17,2.444,1,1.54,0,"ED77"
"2618",18,2.527,1,1.54,0,"ED77"
"2619",19,1.04,1,-1.54,1,"ED77"
"2620",20,2.461,1,1.54,0,"ED77"
"2621",21,2.444,1,1.54,0,"ED77"
"2622",22,1.326,0,1.54,1,"ED77"
"2623",23,1.163,1,-1.54,1,"ED77"
"2624",24,2.374,1,1.54,0,"ED77"
"2625",25,1.341,0,1.54,1,"ED77"
"2626",26,0.892,1,-1.54,1,"ED77"
"2627",27,1.114,0,1.54,1,"ED77"
"2628",28,0.932,1,-1.54,1,"ED77"
"2629",29,1.343,1,1.54,0,"ED77"
"2630",30,2.126,0,1.54,1,"ED77"
"2631",31,1.821,0,1.54,1,"ED77"
"2632",32,3.167,1,1.54,0,"ED77"
"2633",33,3.054,1,1.54,0,"ED77"
"2634",34,1.432,0,1.54,1,"ED77"
"2635",35,1.193,1,-1.54,1,"ED77"
"2636",36,1.239,0,1.54,1,"ED77"
"2637",37,1.24,0,1.54,1,"ED77"
"2638",38,0.903,1,1.54,0,"ED77"
"2639",39,2.788,0,1.54,1,"ED77"
"2640",40,1.254,0,1.54,1,"ED77"
"2641",41,1.768,0,1.54,1,"ED77"
"2642",42,2.748,1,1.54,0,"ED77"
"2643",43,2.808,1,1.54,0,"ED77"
"2644",44,1.833,0,1.54,1,"ED77"
"2645",45,2.676,1,1.54,0,"ED77"
"2646",46,1.485,1,-1.54,1,"ED77"
"2647",47,1.596,1,-1.54,1,"ED77"
"2648",48,1.755,1,-1.54,1,"ED77"
"2649",49,1.497,0,1.54,1,"ED77"
"2650",50,2.433,0,1.54,1,"ED77"
"2651",51,1.071,0,1.54,1,"ED77"
"2652",52,2.119,1,1.54,0,"ED77"
"2653",53,1.352,0,1.54,1,"ED77"
"2654",54,2.294,1,1.54,0,"ED77"
"2655",55,1.126,0,1.54,1,"ED77"
"2656",56,2.181,1,1.54,0,"ED77"
"2657",57,0.911,0,1.54,1,"ED77"
"2658",58,0.989,1,1.54,0,"ED77"
"2659",59,1.064,0,1.54,1,"ED77"
"2660",60,1.155,0,1.54,1,"ED77"
"2661",61,1.282,0,1.54,1,"ED77"
"2662",62,1.138,1,-1.54,1,"ED77"
"2663",63,0.91,1,-1.54,1,"ED77"
"2664",64,1.6,0,1.54,1,"ED77"
"2665",65,1.496,0,1.54,1,"ED77"
"2666",66,1.76,0,1.54,1,"ED77"
"2667",67,2.262,0,1.54,1,"ED77"
"2668",68,2.008,0,1.54,1,"ED77"
"2669",69,2.592,0,1.54,1,"ED77"
"2670",70,1.96,0,1.54,1,"ED77"
"2671",71,1.885,0,1.54,1,"ED77"
"2672",72,2.489,1,-1.54,1,"ED77"
"2673",73,1.626,0,1.54,1,"ED77"
"2674",74,1.064,1,-1.54,1,"ED77"
"2675",75,0.809,0,1.54,1,"ED77"
"2676",76,1.241,0,-1.54,0,"ED77"
"2677",77,1.088,1,-1.54,1,"ED77"
"2678",78,1.362,0,1.54,1,"ED77"
"2679",79,2.352,0,1.54,1,"ED77"
"2680",80,2.042,0,1.54,1,"ED77"
"2681",81,1.987,0,1.54,1,"ED77"
"2682",82,1.888,0,-1.54,0,"ED77"
"2683",83,1.622,0,1.54,1,"ED77"
"2684",84,2.25,1,-1.54,1,"ED77"
"2685",85,1.653,1,-1.54,1,"ED77"
"2686",86,1.285,1,-1.54,1,"ED77"
"2687",87,2.709,0,1.54,1,"ED77"
"2688",88,2.84,0,1.54,1,"ED77"
"2689",89,1.474,1,-1.54,1,"ED77"
"2690",90,2.073,1,1.54,0,"ED77"
"2691",91,1.362,0,-1.54,0,"ED77"
"2692",92,2.409,1,1.54,0,"ED77"
"2693",93,2.216,1,1.54,0,"ED77"
"2694",94,2.866,0,1.54,1,"ED77"
"2695",95,1.257,1,1.54,0,"ED77"
"2696",96,0.96,1,1.54,0,"ED77"
"2697",97,1.716,0,1.54,1,"ED77"
"2698",98,1.128,0,1.54,1,"ED77"
"2699",99,2.338,1,1.54,0,"ED77"
"2700",100,1.953,0,1.54,1,"ED77"
"2701",1,3.719,1,-0.7587,1,"ED77"
"2702",2,1.242,1,-0.7587,1,"ED77"
"2703",3,2.386,1,0.7587,0,"ED77"
"2704",4,1.535,1,0.7587,0,"ED77"
"2705",5,1.859,1,0.7587,0,"ED77"
"2706",6,1.712,1,0.7587,0,"ED77"
"2707",7,2.052,1,0.7587,0,"ED77"
"2708",8,2.912,0,-0.7587,0,"ED77"
"2709",9,1.243,1,0.7587,0,"ED77"
"2710",10,1.195,1,-0.7587,1,"ED77"
"2711",11,0.846,1,-0.7587,1,"ED77"
"2712",12,2.177,0,0.7587,1,"ED77"
"2713",13,2.726,0,0.7587,1,"ED77"
"2714",14,3.265,1,0.7587,0,"ED77"
"2715",15,2.43,0,0.7587,1,"ED77"
"2716",16,2.256,1,0.7587,0,"ED77"
"2717",17,2.278,0,0.7587,1,"ED77"
"2718",18,1.465,1,-0.7587,1,"ED77"
"2719",19,2.111,1,0.7587,0,"ED77"
"2720",20,2.511,1,0.7587,0,"ED77"
"2721",21,1.445,1,0.7587,0,"ED77"
"2722",22,1.407,1,0.7587,0,"ED77"
"2723",23,2.171,1,0.7587,0,"ED77"
"2724",24,1.565,1,0.7587,0,"ED77"
"2725",25,2.669,0,0.7587,1,"ED77"
"2726",26,1.547,0,0.7587,1,"ED77"
"2727",27,2.278,0,0.7587,1,"ED77"
"2728",28,1.789,1,0.7587,0,"ED77"
"2729",29,2.646,0,0.7587,1,"ED77"
"2730",30,1.366,1,0.7587,0,"ED77"
"2731",31,1.892,1,0.7587,0,"ED77"
"2732",32,1.576,0,0.7587,1,"ED77"
"2733",33,1.287,1,0.7587,0,"ED77"
"2734",34,1.778,0,-0.7587,0,"ED77"
"2735",35,1.332,1,-0.7587,1,"ED77"
"2736",36,0.972,0,0.7587,1,"ED77"
"2737",37,1.188,1,0.7587,0,"ED77"
"2738",38,2.535,0,0.7587,1,"ED77"
"2739",39,1.639,1,-0.7587,1,"ED77"
"2740",40,1.288,1,0.7587,0,"ED77"
"2741",41,2.444,0,0.7587,1,"ED77"
"2742",42,1.071,1,-0.7587,1,"ED77"
"2743",43,0.99,1,-0.7587,1,"ED77"
"2744",44,0.975,1,0.7587,0,"ED77"
"2745",45,1.022,1,-0.7587,1,"ED77"
"2746",46,2.488,0,0.7587,1,"ED77"
"2747",47,1.052,1,-0.7587,1,"ED77"
"2748",48,2.914,0,0.7587,1,"ED77"
"2749",49,2.752,0,0.7587,1,"ED77"
"2750",50,1.435,0,0.7587,1,"ED77"
"2751",51,1.432,1,-0.7587,1,"ED77"
"2752",52,1.294,1,0.7587,0,"ED77"
"2753",53,1.131,0,0.7587,1,"ED77"
"2754",54,0.766,1,0.7587,0,"ED77"
"2755",55,0.8,1,-0.7587,1,"ED77"
"2756",56,0.934,0,0.7587,1,"ED77"
"2757",57,1.031,1,0.7587,0,"ED77"
"2758",58,1.272,1,0.7587,0,"ED77"
"2759",59,1.969,0,0.7587,1,"ED77"
"2760",60,1.882,0,0.7587,1,"ED77"
"2761",61,1.227,0,0.7587,1,"ED77"
"2762",62,2.663,0,0.7587,1,"ED77"
"2763",63,1.581,1,-0.7587,1,"ED77"
"2764",64,2.488,1,0.7587,0,"ED77"
"2765",65,2.477,1,0.7587,0,"ED77"
"2766",66,2.893,0,0.7587,1,"ED77"
"2767",67,1.703,1,0.7587,0,"ED77"
"2768",68,2.695,0,0.7587,1,"ED77"
"2769",69,2.481,0,0.7587,1,"ED77"
"2770",70,1.787,1,0.7587,0,"ED77"
"2771",71,1.245,0,0.7587,1,"ED77"
"2772",72,1.848,1,0.7587,0,"ED77"
"2773",73,1.287,0,0.7587,1,"ED77"
"2774",74,1.184,1,0.7587,0,"ED77"
"2775",75,1.513,0,0.7587,1,"ED77"
"2776",76,1.075,1,0.7587,0,"ED77"
"2777",77,2.16,1,0.7587,0,"ED77"
"2778",78,1.444,0,0.7587,1,"ED77"
"2779",79,1.143,0,0.7587,1,"ED77"
"2780",80,1.265,0,0.7587,1,"ED77"
"2781",81,0.923,0,0.7587,1,"ED77"
"2782",82,1.33,0,0.7587,1,"ED77"
"2783",83,1.161,0,0.7587,1,"ED77"
"2784",84,1.264,0,0.7587,1,"ED77"
"2785",85,1.771,0,0.7587,1,"ED77"
"2786",86,2.944,0,0.7587,1,"ED77"
"2787",87,2.322,1,0.7587,0,"ED77"
"2788",88,1.09,1,0.7587,0,"ED77"
"2789",89,1.475,0,0.7587,1,"ED77"
"2790",90,2.129,1,0.7587,0,"ED77"
"2791",91,1.215,0,0.7587,1,"ED77"
"2792",92,0.823,1,-0.7587,1,"ED77"
"2793",93,2.487,1,0.7587,0,"ED77"
"2794",94,2.818,0,0.7587,1,"ED77"
"2795",95,2.12,1,0.7587,0,"ED77"
"2796",96,1.598,1,-0.7587,1,"ED77"
"2797",97,1.034,1,-0.7587,1,"ED77"
"2798",98,1.224,1,-0.7587,1,"ED77"
"2799",99,1.215,1,0.7587,0,"ED77"
"2800",100,1.54,1,0.7587,0,"ED77"
"2801",1,1.957,0,0.7587,1,"ED77"
"2802",2,2.067,1,0.7587,0,"ED77"
"2803",3,1.195,1,-0.7587,1,"ED77"
"2804",4,1.082,1,-0.7587,1,"ED77"
"2805",5,1.471,1,-0.7587,1,"ED77"
"2806",6,1.203,1,0.7587,0,"ED77"
"2807",7,2.57,1,0.7587,0,"ED77"
"2808",8,2.872,1,0.7587,0,"ED77"
"2809",9,2.613,1,0.7587,0,"ED77"
"2810",10,2.021,1,-0.7587,1,"ED77"
"2811",11,2.216,1,-0.7587,1,"ED77"
"2812",12,2.681,1,0.7587,0,"ED77"
"2813",13,1.431,1,-0.7587,1,"ED77"
"2814",14,2.485,1,0.7587,0,"ED77"
"2815",15,1.121,1,-0.7587,1,"ED77"
"2816",16,1.63,1,0.7587,0,"ED77"
"2817",17,1.416,1,-0.7587,1,"ED77"
"2818",18,1.372,1,0.7587,0,"ED77"
"2819",19,2.869,0,0.7587,1,"ED77"
"2820",20,2.5,1,-0.7587,1,"ED77"
"2821",21,1.224,1,-0.7587,1,"ED77"
"2822",22,2.935,0,0.7587,1,"ED77"
"2823",23,2.517,0,-0.7587,0,"ED77"
"2824",24,3.02,1,-0.7587,1,"ED77"
"2825",25,1.17,0,0.7587,1,"ED77"
"2826",26,1.152,1,-0.7587,1,"ED77"
"2827",27,2.243,1,0.7587,0,"ED77"
"2828",28,2.669,1,0.7587,0,"ED77"
"2829",29,1.087,1,-0.7587,1,"ED77"
"2830",30,2.672,1,0.7587,0,"ED77"
"2831",31,1.736,1,-0.7587,1,"ED77"
"2832",32,2.786,1,0.7587,0,"ED77"
"2833",33,2.918,1,0.7587,0,"ED77"
"2834",34,2.357,1,0.7587,0,"ED77"
"2835",35,1.735,1,-0.7587,1,"ED77"
"2836",36,1.628,1,-0.7587,1,"ED77"
"2837",37,1.529,1,-0.7587,1,"ED77"
"2838",38,2.257,0,0.7587,1,"ED77"
"2839",39,2.582,1,0.7587,0,"ED77"
"2840",40,1.436,1,-0.7587,1,"ED77"
"2841",41,1.887,1,0.7587,0,"ED77"
"2842",42,1.367,1,-0.7587,1,"ED77"
"2843",43,1.041,1,-0.7587,1,"ED77"
"2844",44,1.715,1,0.7587,0,"ED77"
"2845",45,2.183,0,0.7587,1,"ED77"
"2846",46,1.276,1,-0.7587,1,"ED77"
"2847",47,2.084,1,-0.7587,1,"ED77"
"2848",48,2.144,0,0.7587,1,"ED77"
"2849",49,1.016,1,-0.7587,1,"ED77"
"2850",50,1.433,0,0.7587,1,"ED77"
"2851",51,1.798,0,0.7587,1,"ED77"
"2852",52,1.186,0,0.7587,1,"ED77"
"2853",53,1.355,0,-0.7587,0,"ED77"
"2854",54,1.13,0,0.7587,1,"ED77"
"2855",55,1.682,0,0.7587,1,"ED77"
"2856",56,2.108,1,-0.7587,1,"ED77"
"2857",57,1.154,1,-0.7587,1,"ED77"
"2858",58,1.653,1,-0.7587,1,"ED77"
"2859",59,1.714,1,-0.7587,1,"ED77"
"2860",60,1.235,1,-0.7587,1,"ED77"
"2861",61,2.383,1,0.7587,0,"ED77"
"2862",62,2.967,1,0.7587,0,"ED77"
"2863",63,2.464,1,0.7587,0,"ED77"
"2864",64,1.472,1,-0.7587,1,"ED77"
"2865",65,1.28,1,-0.7587,1,"ED77"
"2866",66,1.796,1,-0.7587,1,"ED77"
"2867",67,1.377,1,-0.7587,1,"ED77"
"2868",68,1.764,1,-0.7587,1,"ED77"
"2869",69,1.494,1,-0.7587,1,"ED77"
"2870",70,2.919,1,0.7587,0,"ED77"
"2871",71,1.318,1,-0.7587,1,"ED77"
"2872",72,1.349,1,-0.7587,1,"ED77"
"2873",73,1.997,1,-0.7587,1,"ED77"
"2874",74,1.067,1,-0.7587,1,"ED77"
"2875",75,1.257,1,0.7587,0,"ED77"
"2876",76,1.148,1,-0.7587,1,"ED77"
"2877",77,1.158,1,0.7587,0,"ED77"
"2878",78,1.534,1,0.7587,0,"ED77"
"2879",79,1.479,1,-0.7587,1,"ED77"
"2880",80,2.617,0,0.7587,1,"ED77"
"2881",81,2.951,1,0.7587,0,"ED77"
"2882",82,1.928,1,-0.7587,1,"ED77"
"2883",83,1.123,1,-0.7587,1,"ED77"
"2884",84,0.95,1,-0.7587,1,"ED77"
"2885",85,0.935,1,-0.7587,1,"ED77"
"2886",86,1.032,1,0.7587,0,"ED77"
"2887",87,1.573,1,0.7587,0,"ED77"
"2888",88,2.477,1,0.7587,0,"ED77"
"2889",89,1.541,1,0.7587,0,"ED77"
"2890",90,2.522,1,0.7587,0,"ED77"
"2891",91,2.891,1,0.7587,0,"ED77"
"2892",92,2.533,1,0.7587,0,"ED77"
"2893",93,1.682,1,-0.7587,1,"ED77"
"2894",94,1.034,1,0.7587,0,"ED77"
"2895",95,1.526,1,-0.7587,1,"ED77"
"2896",96,1.577,1,-0.7587,1,"ED77"
"2897",97,1.682,1,0.7587,0,"ED77"
"2898",98,2.691,1,0.7587,0,"ED77"
"2899",99,3.041,1,0.7587,0,"ED77"
"2900",100,2.447,1,-0.7587,1,"ED77"
"2901",1,2.764,1,0.7587,0,"ED77"
"2902",2,2.671,0,0.7587,1,"ED77"
"2903",3,1.936,1,-0.7587,1,"ED77"
"2904",4,2.56,0,-0.7587,0,"ED77"
"2905",5,2.043,0,0.7587,1,"ED77"
"2906",6,2.175,1,-0.7587,1,"ED77"
"2907",7,2.394,1,0.7587,0,"ED77"
"2908",8,1.88,0,0.7587,1,"ED77"
"2909",9,2.072,1,0.7587,0,"ED77"
"2910",10,1.446,1,-0.7587,1,"ED77"
"2911",11,2.577,1,0.7587,0,"ED77"
"2912",12,2.322,1,-0.7587,1,"ED77"
"2913",13,2.635,1,0.7587,0,"ED77"
"2914",14,1.063,1,-0.7587,1,"ED77"
"2915",15,2.76,1,0.7587,0,"ED77"
"2916",16,2.513,1,0.7587,0,"ED77"
"2917",17,1.732,0,0.7587,1,"ED77"
"2918",18,1.346,1,-0.7587,1,"ED77"
"2919",19,1.188,1,-0.7587,1,"ED77"
"2920",20,2.053,1,0.7587,0,"ED77"
"2921",21,2.483,1,0.7587,0,"ED77"
"2922",22,1.848,1,-0.7587,1,"ED77"
"2923",23,1.814,1,-0.7587,1,"ED77"
"2924",24,1.877,1,-0.7587,1,"ED77"
"2925",25,1.383,1,-0.7587,1,"ED77"
"2926",26,2.378,1,0.7587,0,"ED77"
"2927",27,1.374,1,-0.7587,1,"ED77"
"2928",28,2.346,1,0.7587,0,"ED77"
"2929",29,2.625,1,0.7587,0,"ED77"
"2930",30,3.148,1,0.7587,0,"ED77"
"2931",31,2.104,1,-0.7587,1,"ED77"
"2932",32,2.292,0,0.7587,1,"ED77"
"2933",33,1.727,1,0.7587,0,"ED77"
"2934",34,1.975,1,-0.7587,1,"ED77"
"2935",35,2.156,1,0.7587,0,"ED77"
"2936",36,3.518,0,0.7587,1,"ED77"
"2937",37,1.214,1,-0.7587,1,"ED77"
"2938",38,1.348,0,0.7587,1,"ED77"
"2939",39,1.169,1,-0.7587,1,"ED77"
"2940",40,1.495,0,0.7587,1,"ED77"
"2941",41,2.121,1,0.7587,0,"ED77"
"2942",42,1.854,0,-0.7587,0,"ED77"
"2943",43,1.271,1,-0.7587,1,"ED77"
"2944",44,1.733,1,0.7587,0,"ED77"
"2945",45,2.312,1,0.7587,0,"ED77"
"2946",46,2.181,1,0.7587,0,"ED77"
"2947",47,1.751,1,-0.7587,1,"ED77"
"2948",48,2.569,0,0.7587,1,"ED77"
"2949",49,2.323,0,0.7587,1,"ED77"
"2950",50,1.765,1,-0.7587,1,"ED77"
"2951",51,2.018,1,-0.7587,1,"ED77"
"2952",52,1.518,1,-0.7587,1,"ED77"
"2953",53,1.503,1,-0.7587,1,"ED77"
"2954",54,2.076,1,0.7587,0,"ED77"
"2955",55,1.844,1,-0.7587,1,"ED77"
"2956",56,2.695,0,0.7587,1,"ED77"
"2957",57,2.759,1,-0.7587,1,"ED77"
"2958",58,1.938,1,-0.7587,1,"ED77"
"2959",59,2.054,1,0.7587,0,"ED77"
"2960",60,1.669,1,-0.7587,1,"ED77"
"2961",61,2.268,0,0.7587,1,"ED77"
"2962",62,2.352,1,-0.7587,1,"ED77"
"2963",63,1.599,1,-0.7587,1,"ED77"
"2964",64,2.429,1,-0.7587,1,"ED77"
"2965",65,1.562,1,-0.7587,1,"ED77"
"2966",66,1.563,1,-0.7587,1,"ED77"
"2967",67,3.159,1,0.7587,0,"ED77"
"2968",68,1.595,1,-0.7587,1,"ED77"
"2969",69,1.197,1,-0.7587,1,"ED77"
"2970",70,1.09,1,-0.7587,1,"ED77"
"2971",71,3.002,0,0.7587,1,"ED77"
"2972",72,2.029,1,-0.7587,1,"ED77"
"2973",73,2.657,0,0.7587,1,"ED77"
"2974",74,1.825,1,-0.7587,1,"ED77"
"2975",75,1.819,0,0.7587,1,"ED77"
"2976",76,2.394,1,-0.7587,1,"ED77"
"2977",77,2.718,1,0.7587,0,"ED77"
"2978",78,1.207,0,0.7587,1,"ED77"
"2979",79,1.453,1,-0.7587,1,"ED77"
"2980",80,1.715,1,-0.7587,1,"ED77"
"2981",81,2.505,1,-0.7587,1,"ED77"
"2982",82,1.9,0,0.7587,1,"ED77"
"2983",83,1.503,1,-0.7587,1,"ED77"
"2984",84,2.165,1,0.7587,0,"ED77"
"2985",85,1.832,1,-0.7587,1,"ED77"
"2986",86,3.372,1,0.7587,0,"ED77"
"2987",87,2.605,1,-0.7587,1,"ED77"
"2988",88,3.929,0,-0.7587,0,"ED77"
"2989",89,2.584,1,0.7587,0,"ED77"
"2990",90,1.068,1,-0.7587,1,"ED77"
"2991",91,2.761,1,0.7587,0,"ED77"
"2992",92,1.355,1,-0.7587,1,"ED77"
"2993",93,2.414,1,0.7587,0,"ED77"
"2994",94,1.493,1,-0.7587,1,"ED77"
"2995",95,2.914,1,0.7587,0,"ED77"
"2996",96,2.559,1,-0.7587,1,"ED77"
"2997",97,1.642,0,0.7587,1,"ED77"
"2998",98,2.096,1,0.7587,0,"ED77"
"2999",99,1.444,0,0.7587,1,"ED77"
"3000",100,1.085,0,0.7587,1,"ED77"
"3001",1,1.161,0,-0.3308,0,"RE91"
"3002",2,1.415,0,0.3308,1,"RE91"
"3003",3,2.337,0,0.3308,1,"RE91"
"3004",4,2.416,0,0.3308,1,"RE91"
"3005",5,2.199,0,0.3308,1,"RE91"
"3006",6,2.369,0,0.3308,1,"RE91"
"3007",7,2.407,0,0.3308,1,"RE91"
"3008",8,3.203,0,-0.3308,0,"RE91"
"3009",9,2.337,1,-0.3308,1,"RE91"
"3010",10,2.487,0,0.3308,1,"RE91"
"3011",11,2.522,0,-0.3308,0,"RE91"
"3012",12,2.229,1,0.3308,0,"RE91"
"3013",13,2.936,0,0.3308,1,"RE91"
"3014",14,2.457,0,0.3308,1,"RE91"
"3015",15,2.415,0,0.3308,1,"RE91"
"3016",16,2.5,1,-0.3308,1,"RE91"
"3017",17,1.917,0,0.3308,1,"RE91"
"3018",18,2.211,0,0.3308,1,"RE91"
"3019",19,1.576,0,0.3308,1,"RE91"
"3020",20,2.33,1,0.3308,0,"RE91"
"3021",21,2.256,0,-0.3308,0,"RE91"
"3022",22,2.442,0,0.3308,1,"RE91"
"3023",23,3.146,0,0.3308,1,"RE91"
"3024",24,2.273,0,0.3308,1,"RE91"
"3025",25,2.972,0,0.3308,1,"RE91"
"3026",26,2.621,0,0.3308,1,"RE91"
"3027",27,2.831,0,0.3308,1,"RE91"
"3028",28,2.731,1,0.3308,0,"RE91"
"3029",29,2.673,0,0.3308,1,"RE91"
"3030",30,2.654,0,-0.3308,0,"RE91"
"3031",31,2.974,0,0.3308,1,"RE91"
"3032",32,2.463,1,0.3308,0,"RE91"
"3033",33,2.98,0,0.3308,1,"RE91"
"3034",34,3.02,0,0.3308,1,"RE91"
"3035",35,2.767,1,0.3308,0,"RE91"
"3036",36,2.762,0,0.3308,1,"RE91"
"3037",37,3.55,1,-0.3308,1,"RE91"
"3038",38,2.943,0,0.3308,1,"RE91"
"3039",39,3.283,1,0.3308,0,"RE91"
"3040",40,3.065,1,0.3308,0,"RE91"
"3041",41,2.665,0,-0.3308,0,"RE91"
"3042",42,2.258,0,0.3308,1,"RE91"
"3043",43,1.67,0,0.3308,1,"RE91"
"3044",44,1.639,0,0.3308,1,"RE91"
"3045",45,2.569,0,0.3308,1,"RE91"
"3046",46,2.206,0,0.3308,1,"RE91"
"3047",47,2.844,0,0.3308,1,"RE91"
"3048",48,3.156,1,0.3308,0,"RE91"
"3049",49,2.46,0,0.3308,1,"RE91"
"3050",50,1.685,0,0.3308,1,"RE91"
"3051",51,2.217,0,-0.3308,0,"RE91"
"3052",52,1.993,1,0.3308,0,"RE91"
"3053",53,1.877,1,-0.3308,1,"RE91"
"3054",54,1.571,0,0.3308,1,"RE91"
"3055",55,1.328,0,0.3308,1,"RE91"
"3056",56,1.54,0,0.3308,1,"RE91"
"3057",57,1.426,0,0.3308,1,"RE91"
"3058",58,2.011,0,-0.3308,0,"RE91"
"3059",59,1.655,0,0.3308,1,"RE91"
"3060",60,2.069,0,0.3308,1,"RE91"
"3061",61,3.341,0,-0.3308,0,"RE91"
"3062",62,2.167,0,0.3308,1,"RE91"
"3063",63,2.701,1,-0.3308,1,"RE91"
"3064",64,1.578,0,0.3308,1,"RE91"
"3065",65,2.171,0,0.3308,1,"RE91"
"3066",66,1.556,1,0.3308,0,"RE91"
"3067",67,1.977,0,0.3308,1,"RE91"
"3068",68,1.948,0,-0.3308,0,"RE91"
"3069",69,2.158,0,0.3308,1,"RE91"
"3070",70,2.606,1,0.3308,0,"RE91"
"3071",71,2.487,1,0.3308,0,"RE91"
"3072",72,3.137,0,0.3308,1,"RE91"
"3073",73,1.488,1,0.3308,0,"RE91"
"3074",74,1.845,0,0.3308,1,"RE91"
"3075",75,1.847,0,-0.3308,0,"RE91"
"3076",76,1.839,1,0.3308,0,"RE91"
"3077",77,1.594,0,-0.3308,0,"RE91"
"3078",78,1.408,0,0.3308,1,"RE91"
"3079",79,2.052,0,0.3308,1,"RE91"
"3080",80,2.543,1,0.3308,0,"RE91"
"3081",81,2.411,1,-0.3308,1,"RE91"
"3082",82,2.574,0,0.3308,1,"RE91"
"3083",83,2.744,0,0.3308,1,"RE91"
"3084",84,2.395,0,0.3308,1,"RE91"
"3085",85,2.459,1,0.3308,0,"RE91"
"3086",86,1.831,0,-0.3308,0,"RE91"
"3087",87,2.805,0,0.3308,1,"RE91"
"3088",88,3.306,0,0.3308,1,"RE91"
"3089",89,3.424,1,0.3308,0,"RE91"
"3090",90,1.826,1,-0.3308,1,"RE91"
"3091",91,2.107,0,0.3308,1,"RE91"
"3092",92,2.25,0,0.3308,1,"RE91"
"3093",93,1.855,1,0.3308,0,"RE91"
"3094",94,1.72,0,0.3308,1,"RE91"
"3095",95,2.501,0,0.3308,1,"RE91"
"3096",96,2.078,1,0.3308,0,"RE91"
"3097",97,1.594,0,0.3308,1,"RE91"
"3098",98,2.508,1,0.3308,0,"RE91"
"3099",99,1.785,1,0.3308,0,"RE91"
"3100",100,1.755,1,0.3308,0,"RE91"
"3101",1,1.91,0,-0.3308,0,"RE91"
"3102",2,1.55,0,-0.3308,0,"RE91"
"3103",3,1.33,0,0.3308,1,"RE91"
"3104",4,1.58,0,0.3308,1,"RE91"
"3105",5,1.436,1,-0.3308,1,"RE91"
"3106",6,1.463,0,0.3308,1,"RE91"
"3107",7,1.404,0,0.3308,1,"RE91"
"3108",8,1.255,0,0.3308,1,"RE91"
"3109",9,1.067,0,0.3308,1,"RE91"
"3110",10,1.162,0,0.3308,1,"RE91"
"3111",11,1.387,0,0.3308,1,"RE91"
"3112",12,1.222,0,0.3308,1,"RE91"
"3113",13,1.501,0,0.3308,1,"RE91"
"3114",14,2.271,0,-0.3308,0,"RE91"
"3115",15,2.112,1,0.3308,0,"RE91"
"3116",16,2.971,1,0.3308,0,"RE91"
"3117",17,1.966,0,0.3308,1,"RE91"
"3118",18,2.667,0,-0.3308,0,"RE91"
"3119",19,2.311,1,-0.3308,1,"RE91"
"3120",20,2.789,0,0.3308,1,"RE91"
"3121",21,1.816,0,0.3308,1,"RE91"
"3122",22,1.466,0,0.3308,1,"RE91"
"3123",23,2.01,0,0.3308,1,"RE91"
"3124",24,1.966,0,0.3308,1,"RE91"
"3125",25,1.984,1,0.3308,0,"RE91"
"3126",26,1.715,0,0.3308,1,"RE91"
