trialno,rt,response,intensity,accuracy,id
9,1.591,1.0,0.2269,1,KU89
10,1.414,1.0,0.2269,1,KU89
11,1.376,1.0,0.2269,1,KU89
12,1.461,0.0,0.2269,0,KU89
13,1.336,1.0,0.2269,1,KU89
14,1.303,1.0,0.2269,1,KU89
15,1.73,0.0,0.2269,0,KU89
16,1.1,0.0,-0.2269,1,KU89
17,1.166,1.0,0.2269,1,KU89
18,1.119,0.0,0.2269,0,KU89
19,1.37,1.0,0.2269,1,KU89
20,1.011,0.0,-0.2269,1,KU89
21,0.886,0.0,0.2269,0,KU89
22,1.576,0.0,-0.2269,1,KU89
23,1.484,0.0,-0.2269,1,KU89
24,1.136,1.0,0.2269,1,KU89
25,2.304,1.0,0.2269,1,KU89
26,1.329,0.0,-0.2269,1,KU89
27,1.263,1.0,-0.2269,0,KU89
28,2.08,0.0,0.2269,0,KU89
29,1.23,1.0,0.2269,1,KU89
30,1.026,0.0,-0.2269,1,KU89
31,2.137,0.0,0.2269,0,KU89
32,2.198,0.0,0.2269,0,KU89
33,1.053,1.0,0.2269,1,KU89
34,1.07,0.0,-0.2269,1,KU89
35,0.988,1.0,0.2269,1,KU89
36,1.16,1.0,0.2269,1,KU89
37,1.011,1.0,0.2269,1,KU89
38,1.993,0.0,0.2269,0,KU89
39,2.199,0.0,0.2269,0,KU89
40,2.287,0.0,0.2269,0,KU89
41,2.633,1.0,-0.2269,0,KU89
42,2.353,0.0,0.2269,0,KU89
43,2.272,1.0,0.2269,1,KU89
44,3.286,0.0,-0.2269,1,KU89
45,1.235,0.0,0.2269,0,KU89
46,1.332,1.0,0.2269,1,KU89
47,1.658,1.0,0.2269,1,KU89
48,1.234,0.0,0.2269,0,KU89
49,1.105,1.0,-0.2269,0,KU89
50,1.979,1.0,-0.2269,0,KU89
51,2.422,1.0,-0.2269,0,KU89
52,3.048,0.0,0.2269,0,KU89
53,2.401,0.0,0.2269,0,KU89
54,2.139,1.0,0.2269,1,KU89
55,1.677,1.0,0.2269,1,KU89
56,2.314,1.0,0.2269,1,KU89
57,2.037,1.0,0.2269,1,KU89
58,4.243,0.0,0.2269,0,KU89
59,3.917,0.0,0.2269,0,KU89
60,3.411,1.0,0.2269,1,KU89
61,6.594,1.0,-0.2269,0,KU89
62,3.106,0.0,0.2269,0,KU89
63,2.487,1.0,0.2269,1,KU89
64,2.185,1.0,0.2269,1,KU89
65,2.412,1.0,0.2269,1,KU89
66,2.225,1.0,0.2269,1,KU89
67,1.836,1.0,0.2269,1,KU89
68,1.955,1.0,0.2269,1,KU89
69,2.228,1.0,0.2269,1,KU89
70,2.282,1.0,0.2269,1,KU89
71,1.614,1.0,0.2269,1,KU89
72,2.101,1.0,0.2269,1,KU89
73,1.198,0.0,0.2269,0,KU89
74,2.368,0.0,0.2269,0,KU89
75,2.215,1.0,0.2269,1,KU89
76,1.82,1.0,0.2269,1,KU89
77,1.251,0.0,0.2269,0,KU89
78,1.289,1.0,0.2269,1,KU89
79,1.294,1.0,0.2269,1,KU89
80,3.922,0.0,0.2269,0,KU89
81,1.307,0.0,-0.2269,1,KU89
82,1.273,1.0,0.2269,1,KU89
83,1.58,0.0,0.2269,0,KU89
84,1.472,1.0,0.2269,1,KU89
85,1.651,0.0,-0.2269,1,KU89
86,2.27,0.0,0.2269,0,KU89
87,2.934,1.0,0.2269,1,KU89
88,2.191,0.0,0.2269,0,KU89
89,2.827,1.0,0.2269,1,KU89
90,2.373,0.0,0.2269,0,KU89
91,2.212,0.0,0.2269,0,KU89
92,2.197,1.0,0.2269,1,KU89
93,2.22,1.0,0.2269,1,KU89
94,1.448,0.0,-0.2269,1,KU89
95,2.152,1.0,0.2269,1,KU89
96,2.253,0.0,0.2269,0,KU89
97,2.278,1.0,0.2269,1,KU89
98,1.985,0.0,-0.2269,1,KU89
99,2.007,1.0,0.2269,1,KU89
100,2.357,0.0,-0.2269,1,KU89
1,2.47,1.0,-0.2269,0,KU89
2,3.213,0.0,0.2269,0,KU89
3,1.801,1.0,0.2269,1,KU89
4,1.428,1.0,0.2269,1,KU89
5,1.354,1.0,0.2269,1,KU89
6,1.277,1.0,0.2269,1,KU89
7,1.129,1.0,0.2269,1,KU89
8,1.529,1.0,0.2269,1,KU89
9,2.046,0.0,0.2269,0,KU89
10,2.033,1.0,0.2269,1,KU89
11,1.384,0.0,0.2269,0,KU89
12,0.956,1.0,0.2269,1,KU89
13,2.418,0.0,0.2269,0,KU89
14,1.09,0.0,-0.2269,1,KU89
15,1.175,1.0,0.2269,1,KU89
16,2.266,1.0,0.2269,1,KU89
17,1.727,0.0,0.2269,0,KU89
18,2.391,1.0,-0.2269,0,KU89
19,1.291,1.0,0.2269,1,KU89
20,1.912,1.0,0.2269,1,KU89
21,2.215,1.0,0.2269,1,KU89
22,3.148,0.0,0.2269,0,KU89
23,4.367,0.0,-0.2269,1,KU89
24,1.34,1.0,0.2269,1,KU89
25,1.637,1.0,-0.2269,0,KU89
26,3.876,1.0,-0.2269,0,KU89
27,1.743,1.0,0.2269,1,KU89
28,1.844,1.0,0.2269,1,KU89
29,1.561,1.0,0.2269,1,KU89
30,2.3,1.0,-0.2269,0,KU89
31,2.371,1.0,0.2269,1,KU89
32,2.0,1.0,0.2269,1,KU89
33,2.468,1.0,0.2269,1,KU89
34,1.816,1.0,0.2269,1,KU89
35,2.394,1.0,0.2269,1,KU89
36,4.543,0.0,0.2269,0,KU89
37,1.564,1.0,0.2269,1,KU89
38,1.541,1.0,0.2269,1,KU89
39,2.105,1.0,0.2269,1,KU89
40,2.409,1.0,0.2269,1,KU89
41,1.59,0.0,0.2269,0,KU89
42,2.928,0.0,0.2269,0,KU89
43,4.255,1.0,0.2269,1,KU89
44,1.199,0.0,-0.2269,1,KU89
45,2.173,1.0,-0.2269,0,KU89
46,1.227,0.0,0.2269,0,KU89
47,3.172,1.0,0.2269,1,KU89
48,2.324,0.0,0.2269,0,KU89
49,1.178,1.0,0.2269,1,KU89
50,2.287,0.0,0.2269,0,KU89
51,1.248,1.0,0.2269,1,KU89
52,1.6,1.0,0.2269,1,KU89
53,2.407,1.0,0.2269,1,KU89
54,1.5,0.0,-0.2269,1,KU89
55,1.913,0.0,0.2269,0,KU89
56,1.624,0.0,0.2269,0,KU89
57,1.866,0.0,0.2269,0,KU89
58,2.175,0.0,0.2269,0,KU89
59,2.666,0.0,0.2269,0,KU89
60,2.5,0.0,0.2269,0,KU89
61,5.888,1.0,0.2269,1,KU89
62,2.532,0.0,0.2269,0,KU89
63,1.638,0.0,0.2269,0,KU89
64,1.364,0.0,0.2269,0,KU89
65,2.302,0.0,0.2269,0,KU89
66,2.255,0.0,0.2269,0,KU89
67,2.163,0.0,0.2269,0,KU89
68,1.597,0.0,0.2269,0,KU89
69,1.173,0.0,-0.2269,1,KU89
70,2.242,1.0,0.2269,1,KU89
71,1.61,1.0,0.2269,1,KU89
72,1.382,1.0,0.2269,1,KU89
73,1.751,0.0,0.2269,0,KU89
74,1.123,1.0,0.2269,1,KU89
75,1.519,0.0,-0.2269,1,KU89
76,1.09,1.0,0.2269,1,KU89
77,1.093,0.0,-0.2269,1,KU89
78,1.329,1.0,0.2269,1,KU89
79,2.008,0.0,0.2269,0,KU89
80,2.79,1.0,0.2269,1,KU89
81,1.799,0.0,0.2269,0,KU89
82,1.59,0.0,0.2269,0,KU89
83,2.092,0.0,-0.2269,1,KU89
84,2.657,0.0,0.2269,0,KU89
85,3.981,0.0,0.2269,0,KU89
86,2.17,1.0,-0.2269,0,KU89
87,3.335,1.0,-0.2269,0,KU89
88,1.499,0.0,0.2269,0,KU89
89,2.299,0.0,-0.2269,1,KU89
90,3.352,0.0,0.2269,0,KU89
91,2.409,0.0,0.2269,0,KU89
92,1.296,0.0,-0.2269,1,KU89
93,2.433,1.0,0.2269,1,KU89
94,2.934,1.0,0.2269,1,KU89
95,1.582,0.0,0.2269,0,KU89
96,2.746,0.0,0.2269,0,KU89
97,2.954,0.0,0.2269,0,KU89
98,1.847,1.0,0.2269,1,KU89
99,2.391,1.0,-0.2269,0,KU89
100,2.018,0.0,-0.2269,1,KU89
1,2.59,0.0,-0.2269,1,KU89
2,2.036,1.0,0.2269,1,KU89
3,2.192,0.0,-0.2269,1,KU89
4,2.92,1.0,0.2269,1,KU89
5,2.21,0.0,0.2269,0,KU89
6,1.804,1.0,0.2269,1,KU89
7,4.152,0.0,-0.2269,1,KU89
8,2.258,1.0,0.2269,1,KU89
9,2.169,0.0,0.2269,0,KU89
10,1.659,1.0,0.2269,1,KU89
11,2.319,1.0,0.2269,1,KU89
12,1.608,1.0,0.2269,1,KU89
13,2.441,0.0,0.2269,0,KU89
14,1.74,1.0,0.2269,1,KU89
15,2.09,0.0,-0.2269,1,KU89
16,2.337,1.0,0.2269,1,KU89
17,3.571,1.0,0.2269,1,KU89
18,1.197,0.0,0.2269,0,KU89
19,2.609,0.0,0.2269,0,KU89
20,2.435,0.0,-0.2269,1,KU89
21,2.126,1.0,0.2269,1,KU89
22,2.39,0.0,-0.2269,1,KU89
23,2.604,1.0,0.2269,1,KU89
24,2.145,1.0,-0.2269,0,KU89
25,1.366,1.0,0.2269,1,KU89
26,2.086,0.0,-0.2269,1,KU89
27,1.233,1.0,0.2269,1,KU89
28,1.323,0.0,0.2269,0,KU89
29,1.473,1.0,0.2269,1,KU89
30,2.272,0.0,0.2269,0,KU89
31,1.801,1.0,0.2269,1,KU89
32,1.638,1.0,0.2269,1,KU89
33,2.471,1.0,-0.2269,0,KU89
34,2.22,1.0,0.2269,1,KU89
35,2.504,1.0,0.2269,1,KU89
36,2.505,0.0,0.2269,0,KU89
37,2.149,0.0,0.2269,0,KU89
38,2.033,1.0,0.2269,1,KU89
39,2.537,0.0,0.2269,0,KU89
40,1.945,0.0,-0.2269,1,KU89
41,2.411,0.0,-0.2269,1,KU89
42,2.521,1.0,0.2269,1,KU89
43,1.987,1.0,0.2269,1,KU89
44,2.301,1.0,0.2269,1,KU89
45,2.276,1.0,0.2269,1,KU89
46,2.64,1.0,0.2269,1,KU89
47,2.468,1.0,0.2269,1,KU89
48,2.319,1.0,0.2269,1,KU89
49,2.519,1.0,0.2269,1,KU89
50,2.472,1.0,-0.2269,0,KU89
51,2.103,1.0,0.2269,1,KU89
52,2.481,1.0,0.2269,1,KU89
53,2.624,1.0,0.2269,1,KU89
54,3.528,1.0,0.2269,1,KU89
55,2.775,0.0,0.2269,0,KU89
56,2.36,1.0,0.2269,1,KU89
57,2.724,1.0,0.2269,1,KU89
58,2.224,0.0,0.2269,0,KU89
59,3.537,0.0,0.2269,0,KU89
60,2.264,0.0,-0.2269,1,KU89
61,2.042,0.0,0.2269,0,KU89
62,2.648,0.0,0.2269,0,KU89
63,1.72,0.0,0.2269,0,KU89
64,2.128,1.0,0.2269,1,KU89
65,1.896,1.0,0.2269,1,KU89
66,2.083,1.0,0.2269,1,KU89
67,4.046,1.0,0.2269,1,KU89
68,1.912,1.0,0.2269,1,KU89
69,2.358,1.0,0.2269,1,KU89
70,2.331,1.0,0.2269,1,KU89
71,2.423,1.0,0.2269,1,KU89
72,2.402,1.0,-0.2269,0,KU89
73,1.874,1.0,0.2269,1,KU89
74,2.853,1.0,0.2269,1,KU89
75,2.073,0.0,0.2269,0,KU89
76,2.399,0.0,0.2269,0,KU89
77,6.045,1.0,0.2269,1,KU89
78,1.346,0.0,-0.2269,1,KU89
79,3.337,0.0,0.2269,0,KU89
80,2.271,1.0,0.2269,1,KU89
81,2.989,1.0,0.2269,1,KU89
82,2.144,0.0,-0.2269,1,KU89
83,2.493,0.0,0.2269,0,KU89
84,2.465,0.0,0.2269,0,KU89
85,2.086,0.0,0.2269,0,KU89
86,2.136,0.0,-0.2269,1,KU89
87,2.805,0.0,-0.2269,1,KU89
88,2.347,1.0,-0.2269,0,KU89
89,2.05,1.0,0.2269,1,KU89
90,2.203,1.0,0.2269,1,KU89
91,2.253,0.0,0.2269,0,KU89
92,2.047,1.0,0.2269,1,KU89
93,1.669,1.0,0.2269,1,KU89
94,2.492,1.0,0.2269,1,KU89
95,2.304,0.0,0.2269,0,KU89
96,1.4,1.0,0.2269,1,KU89
97,4.306,0.0,-0.2269,1,KU89
98,2.353,1.0,0.2269,1,KU89
99,3.281,1.0,0.2269,1,KU89
100,2.751,1.0,0.2269,1,KU89
1,2.036,0.0,0.2269,0,KU89
2,1.979,0.0,-0.2269,1,KU89
3,2.285,0.0,-0.2269,1,KU89
4,3.034,1.0,0.2269,1,KU89
5,1.508,0.0,-0.2269,1,KU89
6,1.918,1.0,0.2269,1,KU89
7,2.199,0.0,-0.2269,1,KU89
8,2.001,0.0,0.2269,0,KU89
9,2.111,1.0,0.2269,1,KU89
10,1.877,0.0,0.2269,0,KU89
11,1.922,1.0,-0.2269,0,KU89
12,2.311,0.0,0.2269,0,KU89
13,2.163,1.0,-0.2269,0,KU89
14,2.105,1.0,0.2269,1,KU89
15,2.294,0.0,-0.2269,1,KU89
16,2.003,1.0,0.2269,1,KU89
17,2.016,0.0,-0.2269,1,KU89
18,2.0,1.0,0.2269,1,KU89
19,1.767,1.0,-0.2269,0,KU89
20,2.304,1.0,0.2269,1,KU89
21,1.979,1.0,-0.2269,0,KU89
22,2.069,1.0,0.2269,1,KU89
23,2.224,1.0,0.2269,1,KU89
24,2.016,1.0,-0.2269,0,KU89
25,2.622,1.0,-0.2269,0,KU89
26,2.529,1.0,-0.2269,0,KU89
27,2.489,1.0,0.2269,1,KU89
28,2.657,1.0,0.2269,1,KU89
29,2.702,1.0,-0.2269,0,KU89
30,2.195,0.0,0.2269,0,KU89
31,2.641,0.0,-0.2269,1,KU89
32,2.303,1.0,0.2269,1,KU89
33,1.971,1.0,-0.2269,0,KU89
34,2.031,0.0,0.2269,0,KU89
35,4.234,0.0,-0.2269,1,KU89
36,2.592,0.0,-0.2269,1,KU89
37,1.963,0.0,-0.2269,1,KU89
38,4.35,0.0,0.2269,0,KU89
39,3.564,1.0,-0.2269,0,KU89
40,2.417,0.0,-0.2269,1,KU89
41,2.068,0.0,-0.2269,1,KU89
42,1.949,1.0,-0.2269,0,KU89
43,1.567,0.0,-0.2269,1,KU89
44,1.604,1.0,0.2269,1,KU89
45,2.057,0.0,-0.2269,1,KU89
46,2.364,1.0,-0.2269,0,KU89
47,2.123,0.0,-0.2269,1,KU89
48,2.473,0.0,0.2269,0,KU89
49,2.422,1.0,0.2269,1,KU89
50,2.179,0.0,0.2269,0,KU89
51,2.286,1.0,0.2269,1,KU89
52,4.097,0.0,0.2269,0,KU89
53,1.845,1.0,0.2269,1,KU89
54,1.975,1.0,-0.2269,0,KU89
55,1.757,1.0,0.2269,1,KU89
56,1.493,1.0,0.2269,1,KU89
57,1.543,1.0,-0.2269,0,KU89
58,2.565,1.0,0.2269,1,KU89
59,3.239,1.0,-0.2269,0,KU89
60,2.535,1.0,0.2269,1,KU89
61,1.115,0.0,-0.2269,1,KU89
62,1.024,0.0,0.2269,0,KU89
63,2.042,0.0,0.2269,0,KU89
64,1.603,0.0,0.2269,0,KU89
65,2.433,0.0,-0.2269,1,KU89
66,3.115,1.0,0.2269,1,KU89
67,2.041,0.0,-0.2269,1,KU89
68,1.201,0.0,-0.2269,1,KU89
69,1.433,0.0,-0.2269,1,KU89
70,1.198,0.0,-0.2269,1,KU89
71,1.963,0.0,-0.2269,1,KU89
72,4.294,0.0,0.2269,0,KU89
73,1.082,0.0,-0.2269,1,KU89
74,3.077,1.0,-0.2269,0,KU89
75,1.228,0.0,0.2269,0,KU89
76,1.793,1.0,0.2269,1,KU89
77,1.853,1.0,0.2269,1,KU89
78,1.808,0.0,-0.2269,1,KU89
79,1.812,0.0,-0.2269,1,KU89
80,3.026,1.0,0.2269,1,KU89
81,1.67,0.0,0.2269,0,KU89
82,1.027,0.0,-0.2269,1,KU89
83,1.823,0.0,-0.2269,1,KU89
84,1.096,0.0,-0.2269,1,KU89
85,2.799,1.0,0.2269,1,KU89
86,1.996,0.0,-0.2269,1,KU89
87,1.742,1.0,0.2269,1,KU89
88,1.853,0.0,0.2269,0,KU89
89,1.619,0.0,-0.2269,1,KU89
90,1.518,0.0,0.2269,0,KU89
91,3.598,1.0,0.2269,1,KU89
92,3.337,0.0,0.2269,0,KU89
93,2.188,0.0,0.2269,0,KU89
94,3.589,0.0,-0.2269,1,KU89
95,2.146,1.0,-0.2269,0,KU89
96,2.682,1.0,0.2269,1,KU89
97,2.875,0.0,0.2269,0,KU89
98,1.253,0.0,0.2269,0,KU89
99,1.74,1.0,-0.2269,0,KU89
100,1.513,0.0,-0.2269,1,KU89
1,1.682,1.0,0.2269,1,KU89
2,2.34,0.0,-0.2269,1,KU89
3,1.538,1.0,0.2269,1,KU89
4,1.973,0.0,-0.2269,1,KU89
5,2.117,1.0,0.2269,1,KU89
6,1.85,1.0,-0.2269,0,KU89
7,2.125,1.0,0.2269,1,KU89
8,2.118,1.0,-0.2269,0,KU89
9,2.375,1.0,0.2269,1,KU89
10,2.646,1.0,-0.2269,0,KU89
11,1.129,0.0,0.2269,0,KU89
12,2.131,0.0,-0.2269,1,KU89
13,2.292,0.0,0.2269,0,KU89
14,1.928,0.0,0.2269,0,KU89
15,2.672,0.0,-0.2269,1,KU89
16,2.227,0.0,0.2269,0,KU89
17,1.941,1.0,0.2269,1,KU89
18,2.279,0.0,-0.2269,1,KU89
19,2.104,1.0,-0.2269,0,KU89
20,1.864,0.0,-0.2269,1,KU89
21,2.474,1.0,0.2269,1,KU89
22,1.903,0.0,-0.2269,1,KU89
23,1.606,0.0,-0.2269,1,KU89
24,1.965,0.0,0.2269,0,KU89
25,2.095,1.0,-0.2269,0,KU89
26,1.917,0.0,-0.2269,1,KU89
27,1.772,0.0,0.2269,0,KU89
28,2.194,0.0,0.2269,0,KU89
29,2.187,0.0,0.2269,0,KU89
30,2.066,1.0,0.2269,1,KU89
31,2.196,0.0,-0.2269,1,KU89
32,1.63,1.0,-0.2269,0,KU89
33,2.142,1.0,0.2269,1,KU89
34,2.033,1.0,0.2269,1,KU89
35,1.98,1.0,0.2269,1,KU89
36,1.567,1.0,-0.2269,0,KU89
37,1.906,1.0,-0.2269,0,KU89
38,2.259,1.0,-0.2269,0,KU89
39,1.397,0.0,0.2269,0,KU89
40,2.195,0.0,-0.2269,1,KU89
41,2.453,0.0,0.2269,0,KU89
42,2.588,0.0,0.2269,0,KU89
43,2.706,0.0,0.2269,0,KU89
44,1.974,1.0,0.2269,1,KU89
45,2.053,0.0,0.2269,0,KU89
46,1.616,0.0,-0.2269,1,KU89
47,1.739,1.0,0.2269,1,KU89
48,2.031,0.0,-0.2269,1,KU89
49,2.784,0.0,0.2269,0,KU89
50,2.202,0.0,-0.2269,1,KU89
51,2.117,1.0,-0.2269,0,KU89
52,2.54,0.0,-0.2269,1,KU89
53,2.26,0.0,-0.2269,1,KU89
54,2.713,0.0,-0.2269,1,KU89
55,2.111,0.0,-0.2269,1,KU89
56,1.6,1.0,0.2269,1,KU89
57,1.908,1.0,-0.2269,0,KU89
58,2.289,1.0,0.2269,1,KU89
59,1.932,1.0,0.2269,1,KU89
60,1.246,0.0,-0.2269,1,KU89
61,2.114,0.0,0.2269,0,KU89
62,3.035,0.0,-0.2269,1,KU89
63,2.174,0.0,0.2269,0,KU89
64,1.784,1.0,0.2269,1,KU89
65,1.597,0.0,-0.2269,1,KU89
66,2.128,0.0,-0.2269,1,KU89
67,2.025,0.0,-0.2269,1,KU89
68,2.499,0.0,-0.2269,1,KU89
69,1.982,1.0,-0.2269,0,KU89
70,2.648,1.0,-0.2269,0,KU89
71,2.03,0.0,-0.2269,1,KU89
72,1.894,0.0,0.2269,0,KU89
73,2.271,1.0,0.2269,1,KU89
74,2.83,0.0,-0.2269,1,KU89
75,2.956,1.0,0.2269,1,KU89
76,1.55,0.0,-0.2269,1,KU89
77,2.492,1.0,0.2269,1,KU89
78,2.514,0.0,0.2269,0,KU89
79,2.088,1.0,-0.2269,0,KU89
80,2.267,0.0,-0.2269,1,KU89
81,2.018,1.0,0.2269,1,KU89
82,2.243,1.0,0.2269,1,KU89
83,2.199,0.0,0.2269,0,KU89
84,2.426,0.0,-0.2269,1,KU89
85,2.658,1.0,-0.2269,0,KU89
86,3.079,0.0,-0.2269,1,KU89
87,2.108,1.0,0.2269,1,KU89
88,2.107,1.0,0.2269,1,KU89
89,2.21,0.0,-0.2269,1,KU89
90,3.294,1.0,0.2269,1,KU89
91,2.3,0.0,0.2269,0,KU89
92,2.631,1.0,0.2269,1,KU89
93,2.208,1.0,0.2269,1,KU89
94,4.065,1.0,-0.2269,0,KU89
95,2.497,1.0,0.2269,1,KU89
96,1.893,0.0,-0.2269,1,KU89
97,2.336,0.0,0.2269,0,KU89
98,2.27,0.0,0.2269,0,KU89
99,3.157,0.0,-0.2269,1,KU89
100,2.716,0.0,-0.2269,1,KU89
1,1.661,0.0,1.081,0,RM89
2,1.04,0.0,1.081,0,RM89
3,1.667,1.0,1.081,1,RM89
4,1.114,0.0,1.081,0,RM89
5,1.068,1.0,1.081,1,RM89
6,1.844,0.0,1.081,0,RM89
7,1.357,1.0,-1.081,0,RM89
8,1.133,0.0,1.081,0,RM89
9,1.1,0.0,-1.081,1,RM89
10,0.935,1.0,1.081,1,RM89
11,0.858,1.0,1.081,1,RM89
12,1.089,0.0,1.081,0,RM89
13,1.111,1.0,1.081,1,RM89
14,1.729,0.0,1.081,0,RM89
15,0.874,1.0,1.081,1,RM89
16,1.518,0.0,1.081,0,RM89
17,1.061,1.0,1.081,1,RM89
18,1.386,1.0,1.081,1,RM89
19,1.368,1.0,1.081,1,RM89
20,1.379,1.0,1.081,1,RM89
21,1.089,1.0,1.081,1,RM89
22,1.015,1.0,1.081,1,RM89
23,1.022,1.0,1.081,1,RM89
24,0.608,0.0,1.081,0,RM89
25,0.813,1.0,1.081,1,RM89
26,0.922,1.0,1.081,1,RM89
27,1.231,0.0,1.081,0,RM89
28,1.496,1.0,1.081,1,RM89
29,1.551,1.0,-1.081,0,RM89
30,0.754,1.0,1.081,1,RM89
31,0.789,0.0,-1.081,1,RM89
32,0.94,1.0,1.081,1,RM89
33,0.97,1.0,1.081,1,RM89
34,0.739,1.0,1.081,1,RM89
35,0.98,1.0,1.081,1,RM89
36,1.053,0.0,1.081,0,RM89
37,0.881,1.0,-1.081,0,RM89
38,1.125,0.0,1.081,0,RM89
39,0.914,0.0,1.081,0,RM89
40,0.902,1.0,1.081,1,RM89
41,1.256,0.0,1.081,0,RM89
42,1.275,0.0,1.081,0,RM89
43,1.543,0.0,1.081,0,RM89
44,1.731,0.0,-1.081,1,RM89
45,1.088,0.0,1.081,0,RM89
46,1.104,0.0,1.081,0,RM89
47,1.266,0.0,1.081,0,RM89
48,1.129,0.0,-1.081,1,RM89
49,1.042,0.0,-1.081,1,RM89
50,1.334,0.0,1.081,0,RM89
51,1.184,0.0,1.081,0,RM89
52,1.786,0.0,1.081,0,RM89
53,1.514,0.0,1.081,0,RM89
54,1.167,0.0,-1.081,1,RM89
55,0.831,0.0,1.081,0,RM89
56,1.066,0.0,1.081,0,RM89
57,1.245,0.0,-1.081,1,RM89
58,1.117,0.0,1.081,0,RM89
59,1.189,0.0,1.081,0,RM89
60,1.062,0.0,-1.081,1,RM89
61,1.097,0.0,1.081,0,RM89
62,1.096,0.0,-1.081,1,RM89
63,1.062,0.0,1.081,0,RM89
64,0.65,0.0,1.081,0,RM89
65,1.164,1.0,1.081,1,RM89
66,0.742,1.0,1.081,1,RM89
67,0.986,1.0,1.081,1,RM89
68,0.835,1.0,1.081,1,RM89
69,0.686,1.0,1.081,1,RM89
70,1.485,0.0,1.081,0,RM89
71,1.063,0.0,-1.081,1,RM89
72,0.854,0.0,-1.081,1,RM89
73,0.825,0.0,-1.081,1,RM89
74,1.308,0.0,1.081,0,RM89
75,1.282,1.0,1.081,1,RM89
76,1.236,0.0,1.081,0,RM89
77,1.37,0.0,1.081,0,RM89
78,1.226,0.0,-1.081,1,RM89
79,0.896,0.0,-1.081,1,RM89
80,1.359,1.0,1.081,1,RM89
81,1.639,0.0,1.081,0,RM89
82,1.486,0.0,1.081,0,RM89
83,1.166,0.0,1.081,0,RM89
84,1.022,0.0,1.081,0,RM89
85,1.077,0.0,1.081,0,RM89
86,1.103,0.0,1.081,0,RM89
87,1.652,1.0,1.081,1,RM89
88,1.859,1.0,1.081,1,RM89
89,1.273,1.0,-1.081,0,RM89
90,1.162,1.0,1.081,1,RM89
91,0.997,1.0,1.081,1,RM89
92,0.722,1.0,1.081,1,RM89
93,0.887,1.0,1.081,1,RM89
94,1.02,1.0,1.081,1,RM89
95,0.884,1.0,1.081,1,RM89
96,0.971,1.0,-1.081,0,RM89
97,0.901,1.0,1.081,1,RM89
98,1.432,1.0,-1.081,0,RM89
99,1.049,1.0,1.081,1,RM89
100,0.92,1.0,1.081,1,RM89
1,1.808,0.0,1.081,0,RM89
2,1.594,0.0,1.081,0,RM89
3,1.068,1.0,-1.081,0,RM89
4,1.199,1.0,1.081,1,RM89
5,1.287,1.0,1.081,1,RM89
6,1.124,0.0,-1.081,1,RM89
7,0.871,1.0,1.081,1,RM89
8,1.349,0.0,1.081,0,RM89
9,0.916,0.0,-1.081,1,RM89
10,1.536,0.0,1.081,0,RM89
11,1.031,0.0,-1.081,1,RM89
12,1.478,0.0,1.081,0,RM89
13,1.25,1.0,1.081,1,RM89
14,0.71,1.0,1.081,1,RM89
15,0.878,1.0,1.081,1,RM89
16,0.926,1.0,1.081,1,RM89
17,0.969,1.0,1.081,1,RM89
18,1.472,1.0,-1.081,0,RM89
19,1.282,0.0,-1.081,1,RM89
20,1.292,1.0,1.081,1,RM89
21,1.188,1.0,1.081,1,RM89
22,1.377,1.0,1.081,1,RM89
23,1.354,1.0,1.081,1,RM89
24,1.583,1.0,1.081,1,RM89
25,1.3,1.0,-1.081,0,RM89
26,1.25,0.0,-1.081,1,RM89
27,0.889,1.0,1.081,1,RM89
28,0.976,0.0,1.081,0,RM89
29,1.185,0.0,1.081,0,RM89
30,0.769,0.0,-1.081,1,RM89
31,1.503,0.0,1.081,0,RM89
32,1.268,0.0,1.081,0,RM89
33,0.845,0.0,-1.081,1,RM89
34,1.08,0.0,-1.081,1,RM89
35,1.022,0.0,1.081,0,RM89
36,1.404,0.0,1.081,0,RM89
37,1.475,0.0,1.081,0,RM89
38,1.098,0.0,1.081,0,RM89
39,1.033,1.0,1.081,1,RM89
40,0.86,1.0,1.081,1,RM89
41,0.858,1.0,1.081,1,RM89
42,0.54,0.0,1.081,0,RM89
43,1.065,1.0,1.081,1,RM89
44,0.785,0.0,1.081,0,RM89
45,0.896,1.0,1.081,1,RM89
46,1.322,0.0,1.081,0,RM89
47,1.085,0.0,1.081,0,RM89
48,1.017,0.0,1.081,0,RM89
49,0.828,1.0,1.081,1,RM89
50,1.425,0.0,1.081,0,RM89
51,1.009,1.0,1.081,1,RM89
52,1.25,0.0,1.081,0,RM89
53,0.867,1.0,1.081,1,RM89
54,1.261,0.0,1.081,0,RM89
55,0.908,1.0,1.081,1,RM89
56,1.034,0.0,1.081,0,RM89
57,0.803,1.0,1.081,1,RM89
58,1.16,0.0,-1.081,1,RM89
59,0.881,1.0,1.081,1,RM89
60,1.29,0.0,1.081,0,RM89
61,1.45,0.0,1.081,0,RM89
62,1.047,1.0,1.081,1,RM89
63,1.201,0.0,1.081,0,RM89
64,0.672,0.0,1.081,1,RM89
65,1.317,1.0,-1.081,0,RM89
66,0.829,1.0,1.081,1,RM89
67,0.856,1.0,1.081,1,RM89
68,0.87,1.0,1.081,1,RM89
69,0.929,1.0,1.081,1,RM89
70,0.962,0.0,-1.081,1,RM89
71,1.229,0.0,-1.081,1,RM89
72,1.336,0.0,1.081,0,RM89
