trialno,rt,response,intensity,accuracy,id
1,7.995,0.0,-0.3255,1,VH88
2,1.247,1.0,-0.3255,0,VH88
3,1.823,0.0,0.3225,0,VH88
4,0.88,1.0,0.3225,1,VH88
5,1.472,1.0,0.3225,1,VH88
6,1.098,1.0,0.3225,1,VH88
7,1.166,0.0,-0.3255,1,VH88
8,1.229,1.0,0.3225,1,VH88
9,1.284,0.0,-0.3255,1,VH88
10,1.603,1.0,0.3225,1,VH88
11,1.53,1.0,0.3225,1,VH88
12,1.796,1.0,0.3225,1,VH88
13,1.155,0.0,0.3225,0,VH88
14,1.407,1.0,0.3225,1,VH88
15,1.695,1.0,0.3225,1,VH88
16,1.138,1.0,0.3225,1,VH88
17,1.268,1.0,0.3225,1,VH88
18,1.377,1.0,0.3225,1,VH88
19,1.386,1.0,-0.3255,0,VH88
20,1.126,1.0,0.3225,1,VH88
21,2.747,0.0,0.3225,0,VH88
22,1.173,1.0,0.3225,1,VH88
23,1.124,0.0,-0.3255,1,VH88
24,1.357,1.0,0.3225,1,VH88
25,2.353,0.0,0.3225,0,VH88
26,1.121,1.0,-0.3255,0,VH88
27,1.727,1.0,0.3225,1,VH88
28,1.702,1.0,0.3225,1,VH88
29,1.699,1.0,0.3225,1,VH88
30,1.654,0.0,0.3225,0,VH88
31,1.3,1.0,0.3225,1,VH88
32,1.524,0.0,0.3225,0,VH88
33,1.117,1.0,0.3225,1,VH88
34,1.256,1.0,0.3225,1,VH88
35,1.114,1.0,0.3225,1,VH88
36,1.212,1.0,0.3225,1,VH88
37,1.248,0.0,-0.3255,1,VH88
38,1.488,1.0,-0.3255,0,VH88
39,1.097,1.0,0.3225,1,VH88
40,1.255,1.0,0.3225,1,VH88
41,1.767,1.0,0.3225,1,VH88
42,2.108,1.0,0.3225,1,VH88
43,2.013,0.0,0.3225,0,VH88
44,1.511,0.0,0.3225,0,VH88
45,1.049,1.0,0.3225,1,VH88
46,1.26,0.0,0.3225,0,VH88
47,1.577,0.0,-0.3255,1,VH88
48,1.126,1.0,0.3225,1,VH88
49,1.253,1.0,0.3225,1,VH88
50,1.258,1.0,0.3225,1,VH88
51,1.843,1.0,-0.3255,0,VH88
52,1.878,0.0,0.3225,0,VH88
53,1.052,1.0,0.3225,1,VH88
54,1.003,0.0,0.3225,0,VH88
55,1.198,1.0,0.3225,1,VH88
56,0.977,1.0,0.3225,1,VH88
57,1.755,0.0,0.3225,0,VH88
58,1.226,1.0,0.3225,1,VH88
59,1.044,0.0,0.3225,0,VH88
60,1.074,1.0,0.3225,1,VH88
61,1.128,0.0,0.3225,0,VH88
62,1.341,1.0,0.3225,1,VH88
63,1.235,0.0,0.3225,0,VH88
64,1.018,1.0,0.3225,1,VH88
65,1.256,1.0,0.3225,1,VH88
66,1.153,1.0,0.3225,1,VH88
67,1.221,0.0,0.3225,0,VH88
68,1.743,0.0,0.3225,0,VH88
69,1.445,0.0,-0.3255,1,VH88
70,1.677,0.0,-0.3255,1,VH88
71,1.697,0.0,-0.3255,1,VH88
72,1.257,1.0,0.3225,1,VH88
73,1.747,1.0,0.3225,1,VH88
74,1.032,0.0,0.3225,0,VH88
75,1.267,1.0,0.3225,1,VH88
76,1.7,0.0,0.3225,0,VH88
77,1.752,1.0,0.3225,1,VH88
78,1.258,0.0,0.3225,0,VH88
79,1.196,1.0,-0.3255,0,VH88
80,2.233,1.0,0.3225,1,VH88
81,1.484,1.0,0.3225,1,VH88
82,1.0,0.0,0.3225,0,VH88
83,1.882,1.0,0.3225,1,VH88
84,1.717,0.0,0.3225,0,VH88
85,1.212,0.0,-0.3255,1,VH88
86,2.15,1.0,-0.3255,0,VH88
87,0.987,0.0,-0.3255,1,VH88
88,0.996,1.0,0.3225,1,VH88
89,0.993,0.0,0.3225,0,VH88
90,1.863,0.0,0.3225,0,VH88
91,1.413,1.0,-0.3255,0,VH88
92,2.299,1.0,0.3225,1,VH88
93,3.052,1.0,0.3225,1,VH88
94,1.425,0.0,0.3225,0,VH88
95,1.192,1.0,0.3225,1,VH88
96,1.398,1.0,-0.3255,0,VH88
97,1.031,0.0,0.3225,0,VH88
98,1.139,0.0,0.3225,0,VH88
99,1.744,0.0,0.3225,0,VH88
100,2.011,1.0,0.3225,1,VH88
1,1.863,1.0,0.3225,1,VH88
2,0.999,1.0,0.3225,1,VH88
3,1.162,1.0,0.3225,1,VH88
4,0.91,1.0,0.3225,1,VH88
5,0.925,1.0,-0.3255,0,VH88
6,0.825,1.0,0.3225,1,VH88
7,0.931,1.0,0.3225,1,VH88
8,1.057,1.0,0.3225,1,VH88
9,0.944,1.0,-0.3255,0,VH88
10,1.246,1.0,0.3225,1,VH88
11,1.31,1.0,0.3225,1,VH88
12,1.616,1.0,0.3225,1,VH88
13,1.65,1.0,0.3225,1,VH88
14,1.346,1.0,0.3225,1,VH88
15,1.462,1.0,0.3225,1,VH88
16,1.775,0.0,0.3225,0,VH88
17,1.267,0.0,0.3225,0,VH88
18,1.483,0.0,0.3225,0,VH88
19,1.126,0.0,0.3225,0,VH88
20,1.525,0.0,0.3225,0,VH88
21,1.222,1.0,0.3225,1,VH88
22,1.24,1.0,0.3225,1,VH88
23,1.504,0.0,-0.3255,1,VH88
24,1.714,0.0,-0.3255,1,VH88
25,0.937,0.0,0.3225,0,VH88
26,2.384,1.0,-0.3255,0,VH88
27,2.725,0.0,0.3225,0,VH88
28,1.008,0.0,0.3225,0,VH88
29,1.53,1.0,-0.3255,0,VH88
30,1.021,1.0,0.3225,1,VH88
31,1.2,1.0,0.3225,1,VH88
32,1.196,1.0,0.3225,1,VH88
33,1.435,1.0,0.3225,1,VH88
34,1.3,0.0,0.3225,0,VH88
35,1.159,0.0,-0.3255,1,VH88
36,1.408,1.0,-0.3255,0,VH88
37,1.58,1.0,0.3225,1,VH88
38,1.323,1.0,0.3225,1,VH88
39,1.235,1.0,0.3225,1,VH88
40,1.221,0.0,-0.3255,1,VH88
41,1.658,1.0,0.3225,1,VH88
42,1.362,0.0,-0.3255,1,VH88
43,1.23,0.0,-0.3255,1,VH88
44,1.727,0.0,0.3225,0,VH88
45,2.715,1.0,0.3225,1,VH88
46,1.812,1.0,0.3225,1,VH88
47,1.945,0.0,0.3225,0,VH88
48,1.096,0.0,0.3225,0,VH88
49,1.549,0.0,0.3225,0,VH88
50,2.275,1.0,0.3225,1,VH88
51,1.68,1.0,0.3225,1,VH88
52,1.329,0.0,0.3225,0,VH88
53,1.241,1.0,0.3225,1,VH88
54,1.47,0.0,0.3225,0,VH88
55,1.269,1.0,-0.3255,0,VH88
56,1.936,1.0,0.3225,1,VH88
57,2.359,1.0,0.3225,1,VH88
58,2.145,0.0,0.3225,0,VH88
59,1.978,1.0,0.3225,1,VH88
60,3.617,1.0,-0.3255,0,VH88
61,1.523,1.0,-0.3255,0,VH88
62,1.807,0.0,0.3225,0,VH88
63,2.018,0.0,-0.3255,1,VH88
64,3.806,1.0,0.3225,1,VH88
65,1.135,0.0,0.3225,0,VH88
66,1.527,1.0,0.3225,1,VH88
67,1.314,0.0,0.3225,0,VH88
68,2.118,0.0,0.3225,0,VH88
69,1.486,0.0,0.3225,0,VH88
70,2.97,0.0,0.3225,0,VH88
71,1.667,1.0,0.3225,1,VH88
72,2.379,1.0,0.3225,1,VH88
73,1.606,0.0,0.3225,0,VH88
74,1.116,0.0,0.3225,0,VH88
75,1.681,1.0,0.3225,1,VH88
76,1.193,0.0,0.3225,0,VH88
77,2.155,1.0,0.3225,1,VH88
78,2.333,0.0,0.3225,0,VH88
79,1.581,0.0,-0.3255,1,VH88
80,1.964,0.0,-0.3255,1,VH88
81,2.85,1.0,0.3225,1,VH88
82,1.096,0.0,0.3225,0,VH88
83,3.35,0.0,0.3225,0,VH88
84,1.986,1.0,0.3225,1,VH88
85,1.578,1.0,0.3225,1,VH88
86,1.606,0.0,0.3225,0,VH88
87,1.774,1.0,0.3225,1,VH88
88,2.006,0.0,0.3225,0,VH88
89,1.749,1.0,0.3225,1,VH88
90,1.691,0.0,-0.3255,1,VH88
91,2.72,0.0,-0.3255,1,VH88
92,2.57,0.0,0.3225,0,VH88
93,1.374,0.0,0.3225,0,VH88
94,1.5,1.0,0.3225,1,VH88
95,1.068,0.0,-0.3255,1,VH88
96,1.881,1.0,0.3225,1,VH88
97,2.755,0.0,0.3225,0,VH88
98,1.032,1.0,0.3225,1,VH88
99,1.912,1.0,0.3225,1,VH88
100,2.09,1.0,0.3225,1,VH88
1,1.075,1.0,-0.3255,0,VH88
2,0.805,1.0,0.3225,1,VH88
3,0.767,1.0,0.3225,1,VH88
4,0.797,0.0,-0.3255,1,VH88
5,0.932,1.0,0.3225,1,VH88
6,0.937,0.0,-0.3255,1,VH88
7,1.211,1.0,0.3225,1,VH88
8,3.313,0.0,0.3225,0,VH88
9,2.169,0.0,0.3225,0,VH88
10,1.62,1.0,0.3225,1,VH88
11,1.175,0.0,0.3225,0,VH88
12,1.211,1.0,0.3225,1,VH88
13,1.558,0.0,-0.3255,1,VH88
14,2.93,0.0,0.3225,0,VH88
15,1.35,1.0,-0.3255,0,VH88
16,1.004,1.0,0.3225,1,VH88
17,1.612,1.0,0.3225,1,VH88
18,1.365,1.0,-0.3255,0,VH88
19,1.398,1.0,-0.3255,0,VH88
20,1.882,1.0,0.3225,1,VH88
21,1.015,0.0,0.3225,0,VH88
22,2.611,1.0,0.3225,1,VH88
23,2.538,1.0,0.3225,1,VH88
24,1.435,1.0,0.3225,1,VH88
25,1.207,1.0,0.3225,1,VH88
26,2.104,1.0,0.3225,1,VH88
27,1.267,0.0,0.3225,0,VH88
28,1.904,1.0,0.3225,1,VH88
29,1.493,0.0,0.3225,0,VH88
30,1.479,1.0,0.3225,1,VH88
31,2.11,1.0,0.3225,1,VH88
32,1.159,0.0,0.3225,0,VH88
33,2.334,1.0,0.3225,1,VH88
34,0.985,0.0,0.3225,0,VH88
35,2.087,1.0,0.3225,1,VH88
36,1.151,1.0,0.3225,1,VH88
37,1.18,0.0,0.3225,0,VH88
38,1.127,0.0,0.3225,0,VH88
39,1.284,0.0,-0.3255,1,VH88
40,1.444,1.0,-0.3255,0,VH88
41,1.189,0.0,0.3225,0,VH88
42,1.067,1.0,0.3225,1,VH88
43,1.235,1.0,0.3225,1,VH88
44,1.793,1.0,0.3225,1,VH88
45,1.68,0.0,-0.3255,1,VH88
46,1.707,1.0,0.3225,1,VH88
47,1.369,0.0,0.3225,0,VH88
48,1.128,1.0,0.3225,1,VH88
49,1.483,1.0,-0.3255,0,VH88
50,1.399,1.0,0.3225,1,VH88
51,1.162,0.0,0.3225,0,VH88
52,1.812,1.0,0.3225,1,VH88
53,1.712,0.0,0.3225,0,VH88
54,1.984,1.0,0.3225,1,VH88
55,1.336,1.0,0.3225,1,VH88
56,1.504,1.0,0.3225,1,VH88
57,2.894,1.0,0.3225,1,VH88
58,1.34,0.0,0.3225,0,VH88
59,2.674,0.0,0.3225,0,VH88
60,1.887,1.0,0.3225,1,VH88
61,2.467,0.0,0.3225,0,VH88
62,2.233,1.0,0.3225,1,VH88
63,2.036,0.0,0.3225,0,VH88
64,1.358,1.0,-0.3255,0,VH88
65,1.08,1.0,0.3225,1,VH88
66,1.41,1.0,-0.3255,0,VH88
67,1.257,0.0,0.3225,0,VH88
68,1.216,1.0,0.3225,1,VH88
69,1.841,0.0,-0.3255,1,VH88
70,3.432,0.0,-0.3255,1,VH88
71,21.385,0.0,0.3225,0,VH88
72,1.802,0.0,0.3225,0,VH88
73,0.52,1.0,0.3225,1,VH88
74,1.168,0.0,0.3225,0,VH88
75,1.089,1.0,0.3225,1,VH88
76,1.23,0.0,0.3225,0,VH88
77,0.94,1.0,-0.3255,0,VH88
78,0.854,1.0,0.3225,1,VH88
79,1.049,1.0,0.3225,1,VH88
80,1.169,1.0,0.3225,1,VH88
81,0.954,1.0,0.3225,1,VH88
82,1.623,0.0,-0.3255,1,VH88
83,0.978,1.0,0.3225,1,VH88
84,1.416,1.0,0.3225,1,VH88
85,1.346,0.0,-0.3255,1,VH88
86,1.258,1.0,0.3225,1,VH88
87,1.216,0.0,0.3225,0,VH88
88,1.058,0.0,-0.3255,1,VH88
89,2.037,1.0,0.3225,1,VH88
90,1.716,0.0,0.3225,0,VH88
91,1.334,1.0,0.3225,1,VH88
92,1.234,0.0,0.3225,0,VH88
93,1.297,1.0,0.3225,1,VH88
94,1.384,0.0,0.3225,0,VH88
95,1.296,1.0,0.3225,1,VH88
96,2.402,0.0,0.3225,0,VH88
97,1.177,1.0,0.3225,1,VH88
98,1.695,0.0,0.3225,0,VH88
99,2.577,1.0,0.3225,1,VH88
100,4.642,0.0,-0.3255,1,VH88
1,1.22,1.0,0.3225,1,VH88
2,1.653,1.0,-0.3225,0,VH88
3,1.511,1.0,-0.3225,0,VH88
4,1.438,1.0,-0.3225,0,VH88
5,1.208,1.0,0.3225,1,VH88
6,1.235,1.0,-0.3225,0,VH88
7,1.653,1.0,-0.3225,0,VH88
8,2.209,1.0,-0.3225,0,VH88
9,1.636,0.0,-0.3225,1,VH88
10,1.426,0.0,-0.3225,1,VH88
11,1.247,0.0,-0.3225,1,VH88
12,1.28,0.0,-0.3225,1,VH88
13,1.13,1.0,0.3225,1,VH88
14,1.116,0.0,-0.3225,1,VH88
15,0.997,1.0,-0.3225,0,VH88
16,0.821,0.0,-0.3225,1,VH88
17,1.505,1.0,0.3225,1,VH88
18,1.559,1.0,0.3225,1,VH88
19,1.283,0.0,0.3225,0,VH88
20,1.945,1.0,-0.3225,0,VH88
21,1.898,1.0,0.3225,1,VH88
22,1.739,1.0,0.3225,1,VH88
23,0.942,0.0,-0.3225,1,VH88
24,1.37,1.0,0.3225,1,VH88
25,1.931,1.0,0.3225,1,VH88
26,0.932,0.0,0.3225,0,VH88
27,3.036,0.0,0.3225,0,VH88
28,1.257,0.0,0.3225,0,VH88
29,1.259,1.0,0.3225,1,VH88
30,1.313,1.0,0.3225,1,VH88
31,0.973,1.0,-0.3225,0,VH88
32,1.06,1.0,0.3225,1,VH88
33,2.161,0.0,-0.3225,1,VH88
34,1.451,1.0,-0.3225,0,VH88
35,3.09,0.0,0.3225,0,VH88
36,1.256,1.0,-0.3225,0,VH88
37,1.964,1.0,-0.3225,0,VH88
38,1.383,1.0,0.3225,1,VH88
39,1.847,1.0,-0.3225,0,VH88
40,1.747,1.0,0.3225,1,VH88
41,1.376,1.0,0.3225,1,VH88
42,1.314,1.0,-0.3225,0,VH88
43,1.562,0.0,-0.3225,1,VH88
44,1.487,0.0,0.3225,0,VH88
45,1.642,1.0,-0.3225,0,VH88
46,2.449,1.0,0.3225,1,VH88
47,1.527,0.0,-0.3225,1,VH88
48,1.548,1.0,0.3225,1,VH88
49,1.184,0.0,0.3225,0,VH88
50,1.24,1.0,0.3225,1,VH88
51,1.214,1.0,0.3225,1,VH88
52,1.076,1.0,0.3225,1,VH88
53,1.859,0.0,-0.3225,1,VH88
54,1.146,1.0,-0.3225,0,VH88
55,1.199,1.0,0.3225,1,VH88
56,1.226,0.0,0.3225,0,VH88
57,1.041,0.0,-0.3225,1,VH88
58,2.039,1.0,0.3225,1,VH88
59,1.9,1.0,-0.3225,0,VH88
60,3.167,1.0,0.3225,1,VH88
61,1.009,0.0,-0.3225,1,VH88
62,1.356,1.0,-0.3225,0,VH88
63,1.92,1.0,0.3225,1,VH88
64,1.534,1.0,0.3225,1,VH88
65,1.464,0.0,-0.3225,1,VH88
66,1.111,0.0,-0.3225,1,VH88
67,1.167,1.0,-0.3225,0,VH88
68,0.934,1.0,0.3225,1,VH88
69,1.052,1.0,0.3225,1,VH88
70,3.888,1.0,-0.3225,0,VH88
71,1.909,1.0,-0.3225,0,VH88
72,1.356,1.0,0.3225,1,VH88
73,0.995,0.0,-0.3225,1,VH88
74,1.887,0.0,-0.3225,1,VH88
75,1.894,0.0,0.3225,0,VH88
76,2.36,0.0,-0.3225,1,VH88
77,1.528,1.0,0.3225,1,VH88
78,5.47,0.0,0.3225,0,VH88
79,2.422,1.0,0.3225,1,VH88
80,1.95,1.0,-0.3225,0,VH88
81,2.114,0.0,-0.3225,1,VH88
82,1.083,0.0,-0.3225,1,VH88
83,1.399,0.0,-0.3225,1,VH88
84,2.356,1.0,-0.3225,0,VH88
85,1.742,1.0,-0.3225,0,VH88
86,3.422,0.0,0.3225,0,VH88
87,1.518,1.0,-0.3225,0,VH88
88,1.338,1.0,0.3225,1,VH88
89,1.122,1.0,0.3225,1,VH88
90,1.691,1.0,0.3225,1,VH88
91,1.267,1.0,0.3225,1,VH88
92,1.324,1.0,0.3225,1,VH88
93,1.268,1.0,0.3225,1,VH88
94,0.898,0.0,-0.3225,1,VH88
95,1.156,0.0,-0.3225,1,VH88
96,1.047,1.0,-0.3225,0,VH88
97,2.135,0.0,0.3225,0,VH88
98,1.181,0.0,0.3225,0,VH88
99,1.037,1.0,0.3225,1,VH88
100,2.312,1.0,-0.3225,0,VH88
1,2.495,1.0,0.3225,1,VH88
2,2.391,0.0,-0.3225,1,VH88
3,1.003,0.0,0.3225,0,VH88
4,2.142,1.0,-0.3225,0,VH88
5,1.499,1.0,-0.3225,0,VH88
6,0.961,1.0,0.3225,1,VH88
7,0.972,1.0,0.3225,1,VH88
8,1.264,1.0,0.3225,1,VH88
9,2.579,0.0,-0.3225,1,VH88
10,1.223,0.0,0.3225,0,VH88
11,2.048,0.0,-0.3225,1,VH88
12,0.985,0.0,-0.3225,1,VH88
13,1.179,1.0,-0.3225,0,VH88
14,0.978,1.0,0.3225,1,VH88
15,2.649,0.0,-0.3225,1,VH88
16,1.505,0.0,-0.3225,1,VH88
17,1.024,0.0,0.3225,0,VH88
18,1.167,1.0,0.3225,1,VH88
19,3.28,1.0,-0.3225,0,VH88
20,0.944,0.0,-0.3225,1,VH88
21,1.16,0.0,-0.3225,1,VH88
22,0.986,0.0,-0.3225,1,VH88
23,1.241,1.0,-0.3225,0,VH88
24,1.33,1.0,-0.3225,0,VH88
25,2.23,0.0,-0.3225,1,VH88
26,1.188,1.0,0.3225,1,VH88
27,1.545,1.0,-0.3225,0,VH88
28,2.37,1.0,-0.3225,0,VH88
29,1.352,0.0,-0.3225,1,VH88
30,1.317,1.0,0.3225,1,VH88
31,2.884,0.0,0.3225,0,VH88
32,1.073,0.0,-0.3225,1,VH88
33,1.512,1.0,-0.3225,0,VH88
34,1.903,1.0,-0.3225,0,VH88
35,1.364,0.0,0.3225,0,VH88
36,1.137,1.0,0.3225,1,VH88
37,0.956,0.0,0.3225,0,VH88
38,0.894,1.0,0.3225,1,VH88
39,1.388,0.0,0.3225,0,VH88
40,1.278,1.0,0.3225,1,VH88
41,1.088,0.0,-0.3225,1,VH88
42,2.698,1.0,0.3225,1,VH88
43,1.239,0.0,0.3225,0,VH88
44,3.267,1.0,0.3225,1,VH88
45,1.421,1.0,0.3225,1,VH88
46,1.11,1.0,0.3225,1,VH88
47,1.191,1.0,0.3225,1,VH88
48,1.233,1.0,-0.3225,0,VH88
49,1.028,1.0,0.3225,1,VH88
50,1.495,0.0,-0.3225,1,VH88
51,1.199,1.0,0.3225,1,VH88
52,1.249,0.0,0.3225,0,VH88
53,1.077,0.0,0.3225,0,VH88
54,1.273,1.0,0.3225,1,VH88
55,0.968,0.0,0.3225,0,VH88
56,1.301,1.0,-0.3225,0,VH88
57,1.027,1.0,0.3225,1,VH88
58,1.281,1.0,0.3225,1,VH88
59,1.211,0.0,-0.3225,1,VH88
60,1.733,0.0,0.3225,0,VH88
61,1.73,1.0,0.3225,1,VH88
62,1.199,0.0,0.3225,0,VH88
63,1.322,1.0,-0.3225,0,VH88
64,1.427,0.0,-0.3225,1,VH88
65,1.314,1.0,0.3225,1,VH88
66,1.109,0.0,-0.3225,1,VH88
67,1.181,1.0,-0.3225,0,VH88
68,3.897,1.0,0.3225,1,VH88
69,1.603,1.0,0.3225,1,VH88
70,1.183,1.0,0.3225,1,VH88
71,0.891,1.0,-0.3225,0,VH88
72,1.906,1.0,0.3225,1,VH88
73,1.168,0.0,-0.3225,1,VH88
74,0.884,0.0,-0.3225,1,VH88
75,1.36,0.0,0.3225,0,VH88
76,1.111,1.0,0.3225,1,VH88
77,1.146,1.0,-0.3225,0,VH88
78,1.51,1.0,-0.3225,0,VH88
79,1.021,0.0,-0.3225,1,VH88
80,0.862,0.0,0.3225,0,VH88
81,1.275,1.0,0.3225,1,VH88
82,2.323,0.0,0.3225,0,VH88
83,1.461,1.0,0.3225,1,VH88
84,1.179,0.0,0.3225,0,VH88
85,0.89,0.0,-0.3225,1,VH88
86,1.257,1.0,0.3225,1,VH88
87,1.0,0.0,-0.3225,1,VH88
88,1.275,1.0,0.3225,1,VH88
89,1.576,1.0,-0.3225,0,VH88
90,0.927,0.0,-0.3225,1,VH88
91,1.192,0.0,-0.3225,1,VH88
92,1.147,0.0,-0.3225,1,VH88
93,3.526,0.0,-0.3225,1,VH88
94,2.693,1.0,-0.3225,0,VH88
95,1.293,0.0,-0.3225,1,VH88
96,1.713,1.0,-0.3225,0,VH88
97,2.234,0.0,-0.3225,1,VH88
98,0.991,1.0,0.3225,1,VH88
99,2.036,1.0,-0.3225,0,VH88
100,1.333,1.0,-0.3225,0,VH88
1,1.453,0.0,-0.3225,1,RA90
2,1.101,1.0,0.3225,1,RA90
3,1.075,1.0,0.3225,1,RA90
4,1.203,1.0,0.3225,1,RA90
5,0.98,1.0,0.3225,1,RA90
6,1.159,0.0,0.3225,0,RA90
7,1.086,0.0,0.3225,0,RA90
8,0.988,1.0,0.3225,1,RA90
9,1.024,1.0,0.3225,1,RA90
10,1.503,0.0,-0.3225,1,RA90
11,1.378,0.0,0.3225,0,RA90
12,1.415,1.0,0.3225,1,RA90
13,1.05,1.0,0.3225,1,RA90
14,1.949,0.0,0.3225,0,RA90
15,1.093,1.0,0.3225,1,RA90
16,1.667,0.0,0.3225,0,RA90
17,1.567,0.0,0.3225,0,RA90
18,1.756,1.0,0.3225,1,RA90
19,1.336,1.0,0.3225,1,RA90
20,1.083,0.0,-0.3225,1,RA90
21,1.204,0.0,-0.3225,1,RA90
22,1.377,1.0,0.3225,1,RA90
23,1.313,0.0,0.3225,0,RA90
24,1.399,0.0,0.3225,0,RA90
25,1.437,0.0,0.3225,0,RA90
26,1.269,0.0,0.3225,0,RA90
27,1.124,0.0,-0.3225,1,RA90
28,2.085,0.0,0.3225,0,RA90
29,1.417,0.0,0.3225,0,RA90
30,2.076,0.0,-0.3225,1,RA90
31,1.174,0.0,-0.3225,1,RA90
32,1.72,0.0,0.3225,0,RA90
33,1.449,0.0,0.3225,0,RA90
34,1.485,1.0,0.3225,1,RA90
35,1.65,0.0,0.3225,0,RA90
36,1.571,1.0,0.3225,1,RA90
37,2.553,0.0,0.3225,0,RA90
38,1.155,0.0,-0.3225,1,RA90
39,1.099,1.0,0.3225,1,RA90
40,1.118,1.0,0.3225,1,RA90
41,1.158,1.0,0.3225,1,RA90
42,1.501,1.0,0.3225,1,RA90
43,1.836,1.0,0.3225,1,RA90
44,1.583,1.0,0.3225,1,RA90
45,1.151,1.0,-0.3225,0,RA90
46,1.65,1.0,0.3225,1,RA90
47,1.105,0.0,0.3225,0,RA90
48,1.032,0.0,0.3225,0,RA90
49,1.648,1.0,0.3225,1,RA90
50,2.053,0.0,-0.3225,1,RA90
51,1.084,1.0,0.3225,1,RA90
52,0.943,0.0,-0.3225,1,RA90
53,0.906,1.0,0.3225,1,RA90
54,1.031,1.0,-0.3225,0,RA90
55,1.112,1.0,0.3225,1,RA90
56,1.224,1.0,0.3225,1,RA90
57,1.219,1.0,0.3225,1,RA90
58,1.403,1.0,0.3225,1,RA90
59,1.646,0.0,0.3225,0,RA90
60,1.159,1.0,0.3225,1,RA90
61,1.585,1.0,0.3225,1,RA90
62,1.14,1.0,0.3225,1,RA90
63,1.085,1.0,0.3225,1,RA90
64,1.413,1.0,0.3225,1,RA90
65,1.264,0.0,-0.3225,1,RA90
66,1.389,1.0,0.3225,1,RA90
67,1.642,1.0,0.3225,1,RA90
68,1.54,1.0,0.3225,1,RA90
69,1.934,1.0,0.3225,1,RA90
70,1.113,0.0,-0.3225,1,RA90
71,1.931,1.0,0.3225,1,RA90
72,1.528,0.0,-0.3225,1,RA90
73,1.272,1.0,0.3225,1,RA90
74,1.166,0.0,0.3225,0,RA90
75,1.848,0.0,0.3225,0,RA90
76,1.43,1.0,0.3225,1,RA90
77,1.09,0.0,-0.3225,1,RA90
78,1.095,1.0,0.3225,1,RA90
79,2.096,0.0,0.3225,0,RA90
80,1.519,0.0,0.3225,0,RA90
81,1.997,0.0,0.3225,0,RA90
82,1.57,0.0,-0.3225,1,RA90
83,1.634,1.0,0.3225,1,RA90
84,2.267,0.0,0.3225,0,RA90
85,2.194,1.0,0.3225,1,RA90
86,1.512,1.0,0.3225,1,RA90
87,1.684,0.0,0.3225,0,RA90
88,1.252,1.0,0.3225,1,RA90
89,1.203,1.0,0.3225,1,RA90
90,1.966,1.0,0.3225,1,RA90
91,1.492,0.0,-0.3225,1,RA90
92,1.24,0.0,-0.3225,1,RA90
93,1.053,0.0,0.3225,0,RA90
94,1.763,1.0,0.3225,1,RA90
95,2.104,1.0,0.3225,1,RA90
96,2.942,0.0,-0.3225,1,RA90
97,1.431,1.0,0.3225,1,RA90
98,1.712,1.0,0.3225,1,RA90
99,1.502,0.0,0.3225,0,RA90
100,2.08,0.0,0.3225,0,RA90
1,2.04,1.0,0.3225,1,RA90
2,1.168,1.0,0.3225,1,RA90
3,1.041,1.0,0.3225,1,RA90
4,1.121,1.0,0.3225,1,RA90
5,1.112,0.0,0.3225,0,RA90
6,1.231,1.0,0.3225,1,RA90
7,1.452,1.0,0.3225,1,RA90
8,1.317,1.0,0.3225,1,RA90
9,0.854,1.0,0.3225,1,RA90
10,1.051,1.0,0.3225,1,RA90
11,1.448,1.0,0.3225,1,RA90
12,1.355,1.0,0.3225,1,RA90
13,1.007,1.0,0.3225,1,RA90
14,1.348,1.0,0.3225,1,RA90
15,1.842,1.0,-0.3225,0,RA90
16,1.529,1.0,-0.3225,0,RA90
17,1.921,0.0,0.3225,0,RA90
18,1.946,1.0,0.3225,1,RA90
19,1.763,0.0,0.3225,0,RA90
20,1.202,1.0,0.3225,1,RA90
21,1.007,1.0,0.3225,1,RA90
22,1.472,1.0,0.3225,1,RA90
23,1.421,1.0,0.3225,1,RA90
24,1.241,0.0,-0.3225,1,RA90
25,1.304,0.0,-0.3225,1,RA90
26,1.129,0.0,0.3225,0,RA90
27,1.444,0.0,0.3225,0,RA90
28,2.216,0.0,0.3225,0,RA90
29,1.842,0.0,0.3225,0,RA90
30,2.293,0.0,0.3225,0,RA90
31,1.713,1.0,0.3225,1,RA90
32,1.652,0.0,-0.3225,1,RA90
33,1.129,1.0,0.3225,1,RA90
34,1.486,0.0,0.3225,0,RA90
35,2.377,0.0,0.3225,0,RA90
36,1.111,0.0,-0.3225,1,RA90
37,1.036,0.0,0.3225,0,RA90
38,1.538,1.0,-0.3225,0,RA90
39,1.13,1.0,0.3225,1,RA90
40,1.368,0.0,0.3225,0,RA90
41,1.077,0.0,-0.3225,1,RA90
42,1.326,0.0,0.3225,0,RA90
43,2.013,0.0,0.3225,0,RA90
44,1.489,1.0,0.3225,1,RA90
45,1.771,1.0,0.3225,1,RA90
46,2.565,0.0,0.3225,0,RA90
47,1.973,1.0,0.3225,1,RA90
48,1.614,0.0,0.3225,0,RA90
49,1.266,1.0,0.3225,1,RA90
50,1.77,0.0,0.3225,0,RA90
51,1.439,1.0,0.3225,1,RA90
52,1.416,0.0,-0.3225,1,RA90
53,1.577,0.0,0.3225,0,RA90
54,1.412,1.0,0.3225,1,RA90
55,1.745,0.0,0.3225,0,RA90
56,1.292,1.0,0.3225,1,RA90
